time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
5.459787,-0.999659,-0.981397,-0.030977,-0.030994
5.464787,-0.999813,-0.981582,-0.030871,-0.030976
5.469786,-0.999967,-0.981706,-0.030508,-0.030788
5.474786,-1.000118,-0.981890,-0.030163,-0.030375
5.479785,-1.000267,-0.982011,-0.029314,-0.029848
5.484785,-1.000411,-0.982188,-0.028465,-0.028791
5.489785,-1.000550,-0.982303,-0.027553,-0.028189
5.494784,-1.000686,-0.982469,-0.026770,-0.027200
5.499784,-1.000817,-0.982578,-0.026077,-0.026602
5.504784,-1.000946,-0.982736,-0.025437,-0.025872
5.509783,-1.001071,-0.982839,-0.024698,-0.025373
5.514783,-1.001193,-0.982989,-0.024039,-0.024586
5.519783,-1.001310,-0.983087,-0.023193,-0.023982
5.524782,-1.001424,-0.983229,-0.022417,-0.023065
5.529782,-1.001532,-0.983320,-0.021063,-0.022142
5.534781,-1.001633,-0.983449,-0.019596,-0.020437
5.539781,-1.001726,-0.983530,-0.018173,-0.019297
5.544781,-1.001812,-0.983642,-0.016365,-0.017194
5.549780,-1.001889,-0.983709,-0.014999,-0.015957
5.554780,-1.001960,-0.983802,-0.013470,-0.014263
5.559780,-1.002021,-0.983858,-0.011468,-0.012664
5.564779,-1.002073,-0.983929,-0.009744,-0.010507
5.569779,-1.002117,-0.983970,-0.008092,-0.009256
5.574779,-1.002151,-0.984021,-0.005899,-0.006701
5.579778,-1.002174,-0.984046,-0.003753,-0.005030
5.584778,-1.002185,-0.984070,-0.001037,-0.001904
5.589777,-1.002183,-0.984076,0.001311,0.000147
5.594777,-1.002172,-0.984070,0.002744,0.002055
5.599777,-1.002154,-0.984061,0.003965,0.002961
5.604776,-1.002131,-0.984040,0.005107,0.004461
5.609776,-1.002103,-0.984022,0.005819,0.005047
5.614776,-1.002073,-0.983990,0.006255,0.005688
5.619775,-1.002041,-0.983967,0.006474,0.005788
5.624775,-1.002009,-0.983932,0.006182,0.005601
5.629775,-1.001979,-0.983910,0.005977,0.005430
5.634774,-1.001948,-0.983877,0.006298,0.005643
5.639774,-1.001917,-0.983855,0.006287,0.005640
5.644773,-1.001886,-0.983821,0.005944,0.005292
5.649773,-1.001857,-0.983800,0.005867,0.005161
5.654773,-1.001829,-0.983769,0.005627,0.004957
5.659772,-1.001801,-0.983750,0.005288,0.004720
5.664772,-1.001774,-0.983722,0.005546,0.004874
5.669772,-1.001746,-0.983702,0.005786,0.005120
5.674771,-1.001717,-0.983671,0.005907,0.005258
5.679771,-1.001686,-0.983650,0.006393,0.005716
5.684771,-1.001654,-0.983615,0.006306,0.005682
5.689770,-1.001623,-0.983593,0.006419,0.005617
5.694770,-1.001589,-0.983558,0.007078,0.006248
5.699769,-1.001551,-0.983532,0.007844,0.006869
5.704769,-1.001510,-0.983489,0.008264,0.007533
5.709769,-1.001468,-0.983459,0.008691,0.007821
5.714768,-1.001423,-0.983411,0.008936,0.008177
5.719768,-1.001378,-0.983378,0.009073,0.008330
5.724768,-1.001333,-0.983328,0.008712,0.008059
5.729767,-1.001291,-0.983297,0.008245,0.007615
5.734767,-1.001251,-0.983252,0.007756,0.007089
5.739767,-1.001214,-0.983224,0.007510,0.006655
5.744766,-1.001174,-0.983184,0.008057,0.007147
5.749766,-1.001134,-0.983155,0.008112,0.007222
5.754766,-1.001093,-0.983111,0.008139,0.007211
5.759765,-1.001052,-0.983082,0.008161,0.007282
5.764765,-1.001013,-0.983039,0.007507,0.006656
5.769764,-1.000977,-0.983013,0.006879,0.006285
5.774764,-1.000945,-0.982977,0.006106,0.005255
5.779764,-1.000916,-0.982957,0.005465,0.004710
5.784763,-1.000890,-0.982930,0.005160,0.004283
5.789763,-1.000864,-0.982913,0.005289,0.004410
5.794763,-1.000838,-0.982886,0.005223,0.004325
5.799762,-1.000812,-0.982869,0.005256,0.004382
5.804762,-1.000785,-0.982842,0.005431,0.004544
5.809762,-1.000758,-0.982824,0.005358,0.004386
5.814761,-1.000731,-0.982797,0.005658,0.004722
5.819761,-1.000699,-0.982778,0.006657,0.005463
5.824760,-1.000664,-0.982743,0.007503,0.006428
5.829760,-1.000624,-0.982717,0.008282,0.007196
5.834760,-1.000581,-0.982672,0.008641,0.007645
5.839759,-1.000538,-0.982642,0.008702,0.007636
5.844759,-1.000494,-0.982595,0.008607,0.007715
5.849759,-1.000452,-0.982565,0.008188,0.007321
5.854758,-1.000412,-0.982521,0.008067,0.007088
5.859758,-1.000371,-0.982493,0.008110,0.007119
5.864758,-1.000330,-0.982450,0.008152,0.007296
5.869757,-1.000290,-0.982421,0.008058,0.007195
5.874757,-1.000249,-0.982377,0.008161,0.007242
5.879756,-1.000209,-0.982349,0.007701,0.006987
5.884756,-1.000173,-0.982308,0.006953,0.006094
5.889756,-1.000140,-0.982284,0.006567,0.005886
5.894755,-1.000108,-0.982249,0.006104,0.005433
5.899755,-1.000080,-0.982228,0.005233,0.004728
5.904755,-1.000056,-0.982202,0.004566,0.003781
5.909754,-1.000034,-0.982187,0.004139,0.003503
5.914754,-1.000015,-0.982168,0.003413,0.002617
5.919754,-0.999999,-0.982158,0.003174,0.002399
5.924753,-0.999984,-0.982144,0.002751,0.001861
5.929753,-0.999973,-0.982137,0.002082,0.001291
5.934752,-0.999965,-0.982131,0.001256,0.000318
5.939752,-0.999960,-0.982131,0.000873,-0.000167
5.944752,-0.999955,-0.982132,0.001090,0.000039
5.949751,-0.999949,-0.982131,0.001367,0.000196
5.954751,-0.999940,-0.982129,0.002035,0.000883
5.959751,-0.999929,-0.982125,0.002363,0.001209
5.964750,-0.999916,-0.982117,0.002393,0.001334
5.969750,-0.999906,-0.982112,0.001839,0.000855
5.974750,-0.999899,-0.982108,0.001107,0.000027
5.979749,-0.999896,-0.982109,0.000153,-0.000671
5.984749,-0.999899,-0.982116,-0.001003,-0.002082
5.989748,-0.999906,-0.982125,-0.001740,-0.002695
5.994748,-0.999917,-0.982143,-0.002152,-0.003276
5.999748,-0.999926,-0.982156,-0.001814,-0.003044
6.004747,-0.999935,-0.982174,-0.001741,-0.002981
6.009747,-0.999943,-0.982185,-0.001660,-0.002882
6.014747,-0.999954,-0.982203,-0.002487,-0.003573
6.019746,-0.999970,-0.982218,-0.003734,-0.004314
6.024746,-0.999995,-0.982249,-0.006177,-0.007117
6.029746,-1.000034,-0.982280,-0.008943,-0.009299
6.034745,-1.000089,-0.982343,-0.012083,-0.012931
6.039745,-1.000159,-0.982397,-0.015449,-0.015734
6.044744,-1.000245,-0.982499,-0.018309,-0.019215
6.049744,-1.000344,-0.982578,-0.020692,-0.021169
6.054744,-1.000453,-0.982710,-0.022328,-0.023369
6.059743,-1.000568,-0.982804,-0.023410,-0.024295
6.064743,-1.000687,-0.982952,-0.023877,-0.024930
6.069743,-1.000808,-0.983052,-0.024360,-0.025239
6.074742,-1.000931,-0.983204,-0.024776,-0.025653
6.079742,-1.001057,-0.983307,-0.025673,-0.026186
6.084742,-1.001189,-0.983466,-0.026786,-0.027235
6.089741,-1.001326,-0.983576,-0.027950,-0.027905
6.094741,-1.001470,-0.983746,-0.029269,-0.029220
6.099741,-1.001619,-0.983863,-0.029796,-0.029672
6.104740,-1.001766,-0.984040,-0.028919,-0.028564
6.109740,-1.001905,-0.984152,-0.027115,-0.026933
6.114739,-1.002034,-0.984308,-0.024812,-0.023909
6.119739,-1.002151,-0.984402,-0.022506,-0.021848
6.124739,-1.002256,-0.984527,-0.020089,-0.018681
6.129738,-1.002349,-0.984599,-0.017241,-0.016232
6.134738,-1.002425,-0.984688,-0.013944,-0.011972
6.139738,-1.002484,-0.984733,-0.010316,-0.008793
6.144737,-1.002525,-0.984776,-0.006887,-0.004387
6.149737,-1.002550,-0.984791,-0.003738,-0.001588
6.154737,-1.002560,-0.984793,-0.000958,0.002145
6.159736,-1.002556,-0.984782,0.001910,0.004761
6.164736,-1.002538,-0.984746,0.004734,0.008524
6.169735,-1.002506,-0.984709,0.007692,0.011022
6.174735,-1.002459,-0.984635,0.010422,0.014768
6.179735,-1.002399,-0.984574,0.013080,0.017118
6.184734,-1.002326,-0.984465,0.015391,0.020239
6.189734,-1.002243,-0.984382,0.017448,0.022096
6.194734,-1.002150,-0.984244,0.019275,0.024642
6.199733,-1.002048,-0.984144,0.021292,0.026522
6.204733,-1.001936,-0.983980,0.023000,0.028959
6.209733,-1.001817,-0.983863,0.024334,0.030335
6.214732,-1.001692,-0.983677,0.025344,0.031838
6.219732,-1.001564,-0.983549,0.025892,0.032512
6.224731,-1.001434,-0.983353,0.026005,0.033062
6.229731,-1.001304,-0.983221,0.025750,0.033121
6.234731,-1.001177,-0.983023,0.025159,0.032753
6.239730,-1.001053,-0.982892,0.024796,0.032661
6.244730,-1.000930,-0.982696,0.024353,0.032380
6.249730,-1.000809,-0.982567,0.024178,0.032382
6.254729,-1.000689,-0.982373,0.023759,0.032234
6.259729,-1.000572,-0.982244,0.023231,0.032039
6.264729,-1.000458,-0.982053,0.022673,0.031599
6.269728,-1.000345,-0.981926,0.022468,0.031530
6.274728,-1.000233,-0.981737,0.022293,0.031615
6.279727,-1.000122,-0.981610,0.022387,0.031780
6.284727,-1.000009,-0.981418,0.022815,0.032520
6.289727,-0.999893,-0.981288,0.023228,0.033106
6.294726,-0.999776,-0.981088,0.023592,0.033739
6.299726,-0.999657,-0.980953,0.023686,0.034136
6.304726,-0.999540,-0.980748,0.023310,0.033972
6.309725,-0.999424,-0.980612,0.022995,0.033871
6.314725,-0.999311,-0.980409,0.022517,0.033602
6.319725,-0.999199,-0.980275,0.022082,0.033507
6.324724,-0.999092,-0.980075,0.021162,0.032680
6.329724,-0.998989,-0.979945,0.020060,0.031928
6.334723,-0.998891,-0.979755,0.019210,0.031129
6.339723,-0.998798,-0.979631,0.018343,0.030549
6.344723,-0.998709,-0.979449,0.017544,0.029890
6.349722,-0.998623,-0.979330,0.016925,0.029570
6.354722,-0.998541,-0.979154,0.016199,0.029007
6.359722,-0.998461,-0.979038,0.015874,0.028848
6.364721,-0.998382,-0.978865,0.015698,0.028943
6.369721,-0.998304,-0.978749,0.015610,0.028957
6.374721,-0.998225,-0.978574,0.015966,0.029613
6.379720,-0.998144,-0.978455,0.016376,0.030089
6.384720,-0.998061,-0.978273,0.016822,0.030968
6.389719,-0.997976,-0.978149,0.016909,0.031300
6.394719,-0.997893,-0.977960,0.016545,0.031310
6.399719,-0.997812,-0.977836,0.015942,0.031029
6.404718,-0.997733,-0.977650,0.015617,0.030819
6.409718,-0.997656,-0.977527,0.015310,0.030835
6.414718,-0.997581,-0.977342,0.014809,0.030540
6.419717,-0.997509,-0.977220,0.014123,0.030244
6.424717,-0.997441,-0.977040,0.013249,0.029433
6.429717,-0.997377,-0.976923,0.012339,0.028877
6.434716,-0.997318,-0.976751,0.011534,0.028217
6.439716,-0.997262,-0.976639,0.010890,0.027915
6.444715,-0.997210,-0.976472,0.010123,0.027364
6.449715,-0.997162,-0.976363,0.009102,0.026735
6.454715,-0.997120,-0.976205,0.008260,0.025993
6.459714,-0.997081,-0.976101,0.007542,0.025610
6.464714,-0.997044,-0.975948,0.007065,0.025340
6.469714,-0.997011,-0.975847,0.006452,0.025081
6.474713,-0.996980,-0.975697,0.005853,0.024748
6.479713,-0.996953,-0.975598,0.005281,0.024510
6.484713,-0.996928,-0.975452,0.004824,0.024309
6.489712,-0.996905,-0.975355,0.004244,0.024073
6.494712,-0.996887,-0.975212,0.003198,0.023238
6.499712,-0.996874,-0.975119,0.002131,0.022588
6.504711,-0.996867,-0.974986,0.000876,0.021448
6.509711,-0.996867,-0.974901,-0.000678,0.020383
6.514710,-0.996876,-0.974782,-0.002379,0.018643
6.519710,-0.996893,-0.974709,-0.004241,0.017256
6.524710,-0.996918,-0.974609,-0.005547,0.015617
6.529709,-0.996950,-0.974547,-0.006851,0.014680
6.534709,-0.996989,-0.974463,-0.008478,0.012761
6.539709,-0.997037,-0.974413,-0.010301,0.011375
6.544708,-0.997095,-0.974350,-0.012412,0.008849
6.549708,-0.997164,-0.974316,-0.014850,0.006795
6.554708,-0.997245,-0.974281,-0.017027,0.004093
6.559707,-0.997336,-0.974266,-0.019037,0.002404
6.564707,-0.997438,-0.974257,-0.021301,-0.000199
6.569706,-0.997552,-0.974259,-0.023791,-0.002211
6.574706,-0.997678,-0.974279,-0.026354,-0.005352
6.579706,-0.997817,-0.974302,-0.028783,-0.007288
6.584705,-0.997969,-0.974352,-0.031317,-0.010435
6.589705,-0.998132,-0.974396,-0.033700,-0.012396
6.594705,-0.998307,-0.974476,-0.035729,-0.015073
6.599704,-0.998490,-0.974538,-0.037175,-0.016373
6.604704,-0.998679,-0.974639,-0.038150,-0.017687
6.609704,-0.998872,-0.974710,-0.038930,-0.018381
6.614703,-0.999068,-0.974822,-0.039326,-0.019053
6.619703,-0.999265,-0.974898,-0.039451,-0.019065
6.624702,-0.999464,-0.975013,-0.039873,-0.019566
6.629702,-0.999664,-0.975092,-0.040241,-0.019898
6.634702,-0.999866,-0.975212,-0.040655,-0.020380
6.639701,-1.000071,-0.975294,-0.040903,-0.020684
6.644701,-1.000275,-0.975418,-0.040704,-0.020535
6.649701,-1.000478,-0.975500,-0.040563,-0.020463
6.654700,-1.000679,-0.975622,-0.040039,-0.019919
6.659700,-1.000878,-0.975701,-0.039601,-0.019561
6.664700,-1.001073,-0.975817,-0.038782,-0.018709
6.669699,-1.001263,-0.975891,-0.037379,-0.017708
6.674699,-1.001447,-0.975994,-0.036181,-0.016119
6.679698,-1.001624,-0.976058,-0.034739,-0.015043
6.684698,-1.001825,-0.976152,-0.046476,-0.023925
6.689698,-1.002133,-0.976265,-0.073499,-0.043689
6.694697,-1.002606,-0.976605,-0.109513,-0.085161
6.699697,-1.003275,-0.976977,-0.150157,-0.117228
6.704697,-1.004154,-0.977782,-0.193241,-0.168424
6.709696,-1.005254,-0.978491,-0.237811,-0.204018
6.714696,-1.006579,-0.979822,-0.283183,-0.258129
6.719696,-1.008132,-0.980892,-0.329093,-0.294741
6.724695,-1.009915,-0.982771,-0.374655,-0.349718
6.729695,-1.011923,-0.984205,-0.419594,-0.385684
6.734694,-1.014156,-0.986627,-0.464489,-0.439605
6.739694,-1.016612,-0.988422,-0.509156,-0.475343
6.744694,-1.019291,-0.991381,-0.553346,-0.528532
6.749693,-1.022189,-0.993530,-0.597021,-0.563581
6.754693,-1.025303,-0.997015,-0.639934,-0.615108
6.759693,-1.028632,-0.999510,-0.682941,-0.649436
6.764692,-1.032176,-1.003510,-0.726180,-0.701238
6.769692,-1.035935,-1.006349,-0.768729,-0.735428
6.774692,-1.039904,-1.010862,-0.810222,-0.785386
6.779691,-1.044077,-1.014036,-0.850687,-0.818020
6.784691,-1.048447,-1.019039,-0.889236,-0.864741
6.789690,-1.053003,-1.022528,-0.925713,-0.894273
6.794690,-1.057735,-1.027978,-0.959946,-0.935811
6.799690,-1.062632,-1.031748,-0.992029,-0.961863
6.804689,-1.067683,-1.037593,-1.022063,-0.998280
6.809689,-1.072878,-1.041609,-1.049855,-1.020947
6.814689,-1.078204,-1.047799,-1.075327,-1.052159
6.819688,-1.083654,-1.052027,-1.099443,-1.071690
6.824688,-1.089221,-1.058514,-1.122824,-1.100004
6.829688,-1.094905,-1.062933,-1.145947,-1.118502
6.834687,-1.100707,-1.069700,-1.170471,-1.147524
6.839687,-1.106641,-1.074312,-1.198189,-1.169283
6.844687,-1.112724,-1.081398,-1.229216,-1.205755
6.849686,-1.118973,-1.086247,-1.264085,-1.233049
6.854686,-1.125407,-1.093735,-1.302311,-1.278483
6.859685,-1.132039,-1.098880,-1.343091,-1.310753
6.864685,-1.138885,-1.106847,-1.386730,-1.362766
6.869685,-1.145956,-1.112334,-1.432812,-1.399435
6.874684,-1.153263,-1.120845,-1.480637,-1.456860
6.879684,-1.160813,-1.126712,-1.529743,-1.496245
6.884684,-1.168609,-1.135808,-1.578786,-1.555597
6.889683,-1.176650,-1.142070,-1.627705,-1.595049
6.894683,-1.184932,-1.151758,-1.675576,-1.653279
6.899683,-1.193450,-1.158409,-1.722112,-1.691162
6.904682,-1.202194,-1.168665,-1.766112,-1.744880
6.909682,-1.211149,-1.175678,-1.807163,-1.778298
6.914681,-1.220299,-1.186443,-1.844932,-1.824654
6.919681,-1.229627,-1.193770,-1.878424,-1.852230
6.924681,-1.239106,-1.204958,-1.907032,-1.887714
6.929680,-1.248715,-1.212529,-1.930902,-1.907467
6.934680,-1.258429,-1.224025,-1.950057,-1.931159
6.939680,-1.268228,-1.231763,-1.965895,-1.944029
6.944679,-1.278095,-1.243459,-1.978007,-1.958930
6.949679,-1.288012,-1.251302,-1.986240,-1.965641
6.954679,-1.297957,-1.263109,-1.990447,-1.970866
6.959678,-1.307912,-1.270993,-1.991089,-1.971145
6.964678,-1.317864,-1.282817,-1.989882,-1.968924
6.969677,-1.327807,-1.290690,-1.987624,-1.966439
6.974677,-1.337735,-1.302479,-1.984066,-1.961108
6.979677,-1.347641,-1.310319,-1.979016,-1.956275
6.984676,-1.357517,-1.322038,-1.972131,-1.946761
6.989676,-1.367351,-1.329818,-1.963189,-1.938651
6.994676,-1.377135,-1.341422,-1.952143,-1.923907
6.999675,-1.386855,-1.349106,-1.938191,-1.911937
7.004675,-1.396493,-1.360535,-1.919513,-1.888888
7.009675,-1.406018,-1.368071,-1.894542,-1.868500
7.014674,-1.415407,-1.379214,-1.866715,-1.833873
7.019674,-1.424653,-1.386525,-1.836924,-1.809351
7.024673,-1.433742,-1.397304,-1.804864,-1.769995
7.029673,-1.442665,-1.404356,-1.770958,-1.742344
7.034673,-1.451415,-1.414725,-1.735810,-1.699570
7.039672,-1.459987,-1.421495,-1.700304,-1.670812
7.044672,-1.468384,-1.431435,-1.665342,-1.628533
7.049672,-1.476609,-1.437921,-1.631873,-1.601579
7.054671,-1.484674,-1.447454,-1.600887,-1.564324
7.059671,-1.492595,-1.453689,-1.573488,-1.542383
7.064671,-1.500391,-1.462885,-1.550583,-1.515059
7.069670,-1.508089,-1.468931,-1.533036,-1.501148
7.074670,-1.515718,-1.477907,-1.521797,-1.488023
7.079669,-1.523311,-1.483855,-1.517448,-1.484836
7.084669,-1.530904,-1.492767,-1.520139,-1.488686
7.089669,-1.538532,-1.498729,-1.530868,-1.497040
7.094668,-1.546257,-1.507758,-1.556349,-1.526127
7.099668,-1.554145,-1.513891,-1.592646,-1.555990
7.104668,-1.562219,-1.523322,-1.629213,-1.602293
7.109667,-1.570465,-1.529759,-1.661957,-1.629909
7.114667,-1.578858,-1.539613,-1.688866,-1.664401
7.119667,-1.587368,-1.546289,-1.709900,-1.682148
7.124666,-1.595965,-1.556425,-1.724909,-1.701378
7.129666,-1.604617,-1.563239,-1.733311,-1.708719
7.134665,-1.613292,-1.573501,-1.734980,-1.711398
7.139665,-1.621956,-1.580344,-1.730727,-1.708177
7.144665,-1.630582,-1.590573,-1.720724,-1.696354
7.149664,-1.639139,-1.597347,-1.704606,-1.683538
7.154664,-1.647599,-1.607399,-1.682771,-1.657426
7.159664,-1.655933,-1.614008,-1.655739,-1.635672
7.164663,-1.664124,-1.623750,-1.626298,-1.599234
7.169663,-1.672165,-1.630122,-1.595761,-1.574032
7.174663,-1.680040,-1.639485,-1.560381,-1.531038
7.179662,-1.687716,-1.645576,-1.517120,-1.496231
7.184662,-1.695148,-1.654433,-1.464581,-1.432823
7.189662,-1.702287,-1.660115,-1.402017,-1.382383
7.194661,-1.709080,-1.668240,-1.327597,-1.293114
7.199661,-1.715454,-1.673343,-1.237352,-1.221103
7.204660,-1.721329,-1.680425,-1.131823,-1.093978
7.209660,-1.726640,-1.684708,-1.014389,-0.999407
7.214660,-1.731334,-1.690403,-0.887421,-0.846170
7.219659,-1.735373,-1.693681,-0.753745,-0.738447
7.224659,-1.738729,-1.697780,-0.615745,-0.571725
7.229659,-1.741389,-1.699955,-0.476365,-0.459324
7.234658,-1.743354,-1.702374,-0.337727,-0.291678
7.239658,-1.744635,-1.703431,-0.202399,-0.182352
7.244658,-1.745253,-1.704205,-0.071809,-0.024237
7.249657,-1.745233,-1.704200,0.054079,0.077250
7.254657,-1.744594,-1.703440,0.176385,0.224626
7.259656,-1.743350,-1.702444,0.296958,0.321274
7.264656,-1.741508,-1.700230,0.415934,0.464116
7.269656,-1.739073,-1.698279,0.534379,0.558670
7.274655,-1.736047,-1.694643,0.652578,0.700350
7.279655,-1.732426,-1.691747,0.771959,0.795597
7.284655,-1.728205,-1.686686,0.892694,0.939970
7.289654,-1.723376,-1.682829,1.014570,1.037256
7.294654,-1.717935,-1.676312,1.137498,1.184515
7.299654,-1.711877,-1.671475,1.260861,1.283240
7.304653,-1.705203,-1.663480,1.384240,1.431321
7.309653,-1.697911,-1.657655,1.507830,1.530372
7.314652,-1.690002,-1.648177,1.631181,1.678496
7.319652,-1.681476,-1.641364,1.754434,1.777189
7.324652,-1.672335,-1.630405,1.877381,1.924960
7.329651,-1.662580,-1.622607,2.000150,2.023265
7.334651,-1.652211,-1.610172,2.122557,2.170473
7.339651,-1.641234,-1.601393,2.243855,2.267671
7.344650,-1.629655,-1.587498,2.363396,2.411750
7.349650,-1.617488,-1.577756,2.479865,2.505363
7.354650,-1.604747,-1.562449,2.593550,2.642278
7.359649,-1.591444,-1.551790,2.704974,2.731685
7.364649,-1.577588,-1.535135,2.815235,2.863863
7.369648,-1.563183,-1.523592,2.924870,2.951430
7.374648,-1.548231,-1.505621,3.033843,3.081882
7.379648,-1.532738,-1.493208,3.141593,3.167776
7.384647,-1.516710,-1.473946,3.247997,3.294908
7.389647,-1.500158,-1.460683,3.351543,3.377308
7.394647,-1.483099,-1.440178,3.451335,3.496460
7.399646,-1.465555,-1.426115,3.546426,3.572121
7.404646,-1.447554,-1.404466,3.635435,3.678263
7.409646,-1.429128,-1.389687,3.717045,3.743130
7.414645,-1.410320,-1.367048,3.790361,3.830257
7.419645,-1.391171,-1.351675,3.854686,3.881106
7.424644,-1.371728,-1.328252,3.910258,3.946382
7.429644,-1.352036,-1.312429,3.955315,3.981624
7.434644,-1.332165,-1.288460,3.984119,4.015157
7.439643,-1.312209,-1.272390,3.993395,4.021728
7.444643,-1.292264,-1.248274,3.983916,4.008437
7.449643,-1.272400,-1.232257,3.964668,3.990769
7.454642,-1.252646,-1.208374,3.941080,3.959610
7.459642,-1.233015,-1.192557,3.916151,3.937976
7.464642,-1.213507,-1.168992,3.892050,3.907181
7.469641,-1.194113,-1.153382,3.870345,3.888778
7.474641,-1.174820,-1.130098,3.851450,3.865253
7.479640,-1.155611,-1.114651,3.835714,3.852393
7.484640,-1.136471,-1.091569,3.823321,3.837254
7.489640,-1.117383,-1.076228,3.813881,3.830041
7.494639,-1.098336,-1.053266,3.807000,3.822188
7.499639,-1.079314,-1.037980,3.803156,3.819582
7.504639,-1.060301,-1.015065,3.802559,3.819400
7.509638,-1.041279,-0.999785,3.806247,3.822522
7.514638,-1.022229,-0.976832,3.811785,3.830931
7.519638,-1.003165,-0.961506,3.813454,3.833631
7.524637,-0.984094,-0.938497,3.814721,3.836832
7.529637,-0.965014,-0.923147,3.817110,3.839651
7.534636,-0.945916,-0.900098,3.821405,3.845908
7.539636,-0.926790,-0.884709,3.828019,3.851774
7.544636,-0.907625,-0.861577,3.836769,3.862975
7.549635,-0.888409,-0.846117,3.847480,3.871874
7.554635,-0.869136,-0.822856,3.859527,3.886685
7.559635,-0.849801,-0.807299,3.872128,3.896891
7.564634,-0.830402,-0.783887,3.884685,3.911981
7.569634,-0.810942,-0.768230,3.896697,3.921475
7.574634,-0.791426,-0.744675,3.907545,3.934105
7.579633,-0.771860,-0.728931,3.916572,3.941031
7.584633,-0.752257,-0.705269,3.922755,3.947873
7.589633,-0.732634,-0.689475,3.925501,3.949626
7.594632,-0.713009,-0.665780,3.923897,3.946947
7.599632,-0.693410,-0.649997,3.916362,3.940528
7.604631,-0.673869,-0.626385,3.901413,3.922238
7.609631,-0.654437,-0.610715,3.874626,3.901331
7.614631,-0.635183,-0.587397,3.832776,3.851621
7.619630,-0.616177,-0.572033,3.779407,3.807712
7.624630,-0.597448,-0.549326,3.723322,3.737843
7.629630,-0.579000,-0.534421,3.666803,3.691182
7.634629,-0.560838,-0.512415,3.609598,3.620621
7.639629,-0.542958,-0.497979,3.553792,3.574521
7.644629,-0.525350,-0.476666,3.500806,3.508764
7.649628,-0.507995,-0.462672,3.451413,3.467972
7.654628,-0.490876,-0.441979,3.406147,3.411965
7.659627,-0.473970,-0.428365,3.365305,3.378194
7.664627,-0.457254,-0.408189,3.329003,3.333374
7.669627,-0.440708,-0.394883,3.296502,3.306668
7.674626,-0.424313,-0.375115,3.267562,3.271289
7.679626,-0.408055,-0.362052,3.241412,3.250123
7.684626,-0.391919,-0.342610,3.217976,3.221639
7.689625,-0.375895,-0.329741,3.196307,3.204256
7.694625,-0.359974,-0.310564,3.176193,3.180322
7.699625,-0.344152,-0.297858,3.156600,3.164876
7.704624,-0.328425,-0.278914,3.138197,3.142918
7.709624,-0.312786,-0.266356,3.120925,3.129367
7.714623,-0.297231,-0.247619,3.104250,3.109823
7.719623,-0.281777,-0.235193,3.079445,3.093346
7.724623,-0.266491,-0.216712,3.041170,3.050648
7.729622,-0.251418,-0.204543,2.996413,3.015929
7.734622,-0.236577,-0.186558,2.949013,2.960074
7.739622,-0.221976,-0.174756,2.901002,2.922005
7.744621,-0.207615,-0.157338,2.853035,2.864679
7.749621,-0.193495,-0.145918,2.804473,2.826115
7.754621,-0.179625,-0.129081,2.753081,2.765105
7.759620,-0.166024,-0.118063,2.697847,2.721286
7.764620,-0.152709,-0.101874,2.639174,2.651093
7.769619,-0.139698,-0.091319,2.577257,2.601538
7.774619,-0.127006,-0.075863,2.512195,2.523473
7.779619,-0.114649,-0.065824,2.443846,2.468719
7.784618,-0.102640,-0.051180,2.373370,2.383881
7.789618,-0.090988,-0.041702,2.301600,2.326114
7.794618,-0.079697,-0.027920,2.229379,2.238907
7.799617,-0.068768,-0.019023,2.156334,2.180226
7.804617,-0.058208,-0.006119,2.082527,2.091319
7.809617,-0.048018,0.002187,2.008028,2.031739
7.814616,-0.038205,0.014196,1.932586,1.941029
7.819616,-0.028769,0.021899,1.856863,1.880394
7.824615,-0.019713,0.032999,1.780493,1.788634
7.829615,-0.011041,0.040092,1.703573,1.727057
7.834615,-0.002755,0.050268,1.626276,1.634108
7.839614,-0.000093,0.056743,-0.046332,1.571967
7.844614,-0.000553,0.065990,-0.122258,1.480449
7.849614,-0.001388,0.071852,-0.196751,1.420601
7.854613,-0.002594,0.080197,-0.270745,1.331532
7.859613,-0.004168,0.085464,-0.344305,1.272509
7.864613,-0.006110,0.092923,-0.417775,1.184211
7.869612,-0.008420,0.097601,-0.491596,1.125100
7.874612,-0.011101,0.104173,-0.565707,1.035900
7.879611,-0.014153,0.108257,-0.640294,0.976107
7.884611,-0.017580,0.113933,-0.715438,0.885909
7.889611,-0.021384,0.117417,-0.791216,0.825306
7.894610,-0.025568,0.122186,-0.867463,0.733786
7.899610,-0.030136,0.125060,-0.944339,0.672419
7.904610,-0.035090,0.128908,-1.021754,0.579392
7.909609,-0.040432,0.131163,-1.099452,0.517195
7.914609,-0.046163,0.134080,-1.177533,0.423606
7.919609,-0.052285,0.135712,-1.255583,0.361173
7.924608,-0.058798,0.137691,-1.334260,0.266948
7.929608,-0.065707,0.138695,-1.413185,0.203666
7.934608,-0.073009,0.139728,-1.492226,0.108950
7.939607,-0.080708,0.140101,-1.571379,0.045554
7.944607,-0.088802,0.140184,-1.650582,-0.049410
7.949606,-0.097295,0.139923,-1.730709,-0.113353
7.954606,-0.106191,0.139049,-1.811706,-0.210519
7.959606,-0.115493,0.138142,-1.892827,-0.275428
