time, Quad.Est.E.Yaw, Quad.Est.E.Pitch, Quad.Est.E.Roll
3.414935,0.008970,0.000557,0.000663
3.419935,0.008945,0.000510,0.000653
3.424934,0.008908,0.000466,0.000644
3.429934,0.008884,0.000449,0.000641
3.434933,0.008848,0.000425,0.000653
3.439933,0.008826,0.000419,0.000681
3.444933,0.008792,0.000416,0.000729
3.449932,0.008770,0.000414,0.000747
3.454932,0.008739,0.000414,0.000783
3.459932,0.008718,0.000409,0.000817
3.464931,0.008686,0.000374,0.000859
3.469931,0.008665,0.000342,0.000904
3.474931,0.008633,0.000307,0.000960
3.479930,0.008612,0.000284,0.000974
3.484930,0.008583,0.000240,0.000987
3.489929,0.008563,0.000207,0.000972
3.494929,0.008533,0.000146,0.000965
3.499929,0.008513,0.000125,0.000946
3.504928,0.008485,0.000088,0.000960
3.509928,0.008466,0.000057,0.000993
3.514928,0.008439,0.000006,0.001052
3.519927,0.008422,-0.000027,0.001084
3.524927,0.008394,-0.000065,0.001093
3.529927,0.008376,-0.000072,0.001089
3.534926,0.008349,-0.000060,0.001081
3.539926,0.008330,-0.000053,0.001060
3.544925,0.008304,-0.000045,0.001013
3.549925,0.008287,-0.000022,0.000973
3.554925,0.008264,-0.000017,0.000936
3.559924,0.008248,-0.000031,0.000923
3.564924,0.008224,-0.000052,0.000888
3.569924,0.008209,-0.000061,0.000867
3.574923,0.008186,-0.000090,0.000848
3.579923,0.008169,-0.000117,0.000842
3.584923,0.008146,-0.000148,0.000839
3.589922,0.008131,-0.000174,0.000850
3.594922,0.008110,-0.000213,0.000864
3.599921,0.008096,-0.000235,0.000873
3.604921,0.008076,-0.000284,0.000874
3.609921,0.008063,-0.000316,0.000883
3.614920,0.008044,-0.000368,0.000874
3.619920,0.008032,-0.000404,0.000865
3.624920,0.008015,-0.000457,0.000880
3.629919,0.008007,-0.000485,0.000888
3.634919,0.007997,-0.000516,0.000886
3.639919,0.007992,-0.000523,0.000868
3.644918,0.007987,-0.000523,0.000867
3.649918,0.007984,-0.000516,0.000864
3.654917,0.007982,-0.000535,0.000860
3.659917,0.007982,-0.000558,0.000849
3.664917,0.007982,-0.000578,0.000836
3.669916,0.007983,-0.000581,0.000829
3.674916,0.007986,-0.000616,0.000825
3.679916,0.007988,-0.000620,0.000795
3.684915,0.007994,-0.000621,0.000759
3.689915,0.008000,-0.000624,0.000740
3.694915,0.008011,-0.000632,0.000699
3.699914,0.008019,-0.000625,0.000678
3.704914,0.008032,-0.000604,0.000642
3.709913,0.008040,-0.000594,0.000619
3.714913,0.008055,-0.000609,0.000588
3.719913,0.008065,-0.000618,0.000566
3.724912,0.008079,-0.000621,0.000549
3.729912,0.008088,-0.000628,0.000522
3.734912,0.008103,-0.000640,0.000466
3.739911,0.008113,-0.000643,0.000436
3.744911,0.008128,-0.000656,0.000400
3.749911,0.008139,-0.000671,0.000388
3.754910,0.008156,-0.000701,0.000382
3.759910,0.008169,-0.000730,0.000379
3.764910,0.008187,-0.000754,0.000383
3.769909,0.008199,-0.000769,0.000377
3.774909,0.008216,-0.000779,0.000380
3.779908,0.008229,-0.000773,0.000388
3.784908,0.008248,-0.000754,0.000402
3.789908,0.008260,-0.000737,0.000406
3.794907,0.008277,-0.000723,0.000402
3.799907,0.008290,-0.000742,0.000414
3.804907,0.008308,-0.000788,0.000433
3.809906,0.008320,-0.000821,0.000439
3.814906,0.008338,-0.000862,0.000416
3.819906,0.008350,-0.000873,0.000397
3.824905,0.008370,-0.000906,0.000352
3.829905,0.008382,-0.000922,0.000330
