3.224949,0.007434,0.007349,0.016097,0.016978,1.341365,1.345340
3.229948,0.007311,0.007271,0.015503,0.016507,1.368268,1.366863
3.234948,0.007184,0.007149,0.014812,0.015679,1.395334,1.399342
3.239948,0.007038,0.007052,0.014024,0.015050,1.422541,1.421108
3.244947,0.006840,0.006849,0.013144,0.013994,1.449868,1.453902
3.249947,0.006643,0.006712,0.012206,0.013244,1.477298,1.475846
3.254946,0.006470,0.006537,0.011229,0.012072,1.504812,1.508862
3.259946,0.006342,0.006454,0.010256,0.011288,1.532392,1.530927
3.264946,0.006298,0.006431,0.009370,0.010221,1.560021,1.564083
3.269945,0.006286,0.006444,0.008544,0.009557,1.587690,1.586218
3.274945,0.006281,0.006469,0.007756,0.008604,1.615385,1.619451
3.279945,0.006292,0.006498,0.006983,0.007983,1.643087,1.641613
3.284944,0.006378,0.006632,0.006236,0.007081,1.670787,1.674854
3.289944,0.006525,0.006772,0.005594,0.006563,1.698479,1.697007
3.294944,0.006699,0.007012,0.005047,0.005897,1.726150,1.730212
3.299943,0.006928,0.007217,0.004593,0.005528,1.753788,1.752323
3.304943,0.007151,0.007516,0.004204,0.005053,1.781388,1.785443
3.309942,0.007342,0.007689,0.003869,0.004780,1.808942,1.807486
3.314942,0.007458,0.007858,0.003502,0.004329,1.836440,1.840484
3.319942,0.007508,0.007918,0.003156,0.004043,1.863878,1.862434
3.324941,0.007447,0.007874,0.002869,0.003684,1.891248,1.895279
3.329941,0.007242,0.007728,0.002628,0.003480,1.918545,1.917117
3.334941,0.006933,0.007386,0.002432,0.003228,1.945760,1.949774
3.339940,0.006570,0.007111,0.002211,0.003039,1.972889,1.971478
3.344940,0.006194,0.006689,0.001965,0.002730,1.999930,2.003927
3.349940,0.005869,0.006445,0.001775,0.002565,2.026882,2.025488
3.354939,0.005584,0.006130,0.001666,0.002415,2.053741,2.057719
3.359939,0.005369,0.005973,0.001559,0.002318,2.080503,2.079129
3.364938,0.005232,0.005833,0.001392,0.002097,2.107166,2.111123
3.369938,0.005127,0.005764,0.001154,0.001893,2.133731,2.132375
3.374938,0.005011,0.005648,0.000858,0.001519,2.160195,2.164133
3.379937,0.004901,0.005576,0.000546,0.001256,2.186558,2.185223
3.384937,0.004788,0.005464,0.000262,0.000895,2.212815,2.216731
3.389937,0.004682,0.005392,0.000069,0.000727,2.238964,2.237650
3.394936,0.004589,0.005298,-0.000052,0.000560,2.265002,2.268895
3.399936,0.004489,0.005230,-0.000125,0.000486,2.290931,2.289638
3.404936,0.004375,0.005110,-0.000131,0.000456,2.316757,2.320630
3.409935,0.004166,0.004955,-0.000061,0.000497,2.342483,2.341211
3.414935,0.003840,0.004580,0.000012,0.000560,2.368109,2.371962
3.419935,0.003400,0.004238,-0.000016,0.000521,2.393631,2.392380
3.424934,0.002891,0.003643,-0.000129,0.000362,2.419051,2.422883
3.429934,0.002316,0.003193,-0.000253,0.000246,2.444373,2.443140
3.434933,0.001722,0.002494,-0.000373,0.000077,2.469595,2.473407
3.439933,0.001166,0.002058,-0.000474,-0.000020,2.494720,2.493507
3.444933,0.000712,0.001525,-0.000511,-0.000093,2.519753,2.523546
3.449932,0.000325,0.001224,-0.000483,-0.000086,2.544693,2.543498
3.454932,-0.000020,0.000825,-0.000395,-0.000006,2.569544,2.573319
3.459932,-0.000257,0.000644,-0.000245,0.000098,2.594306,2.593130
3.464931,-0.000414,0.000466,-0.000094,0.000252,2.618980,2.622738
3.469931,-0.000427,0.000465,0.000014,0.000323,2.643564,2.642406
3.474931,-0.000297,0.000627,0.000075,0.000369,2.668062,2.671803
3.479930,-0.000086,0.000802,0.000127,0.000393,2.692472,2.691331
3.484930,0.000147,0.001088,0.000132,0.000374,2.716798,2.720522
3.489929,0.000336,0.001243,0.000092,0.000324,2.741041,2.739917
3.494929,0.000474,0.001415,-0.000043,0.000137,2.765201,2.768909
3.499929,0.000548,0.001475,-0.000219,-0.000022,2.789278,2.788170
3.504928,0.000602,0.001546,-0.000416,-0.000285,2.813275,2.816967
3.509928,0.000751,0.001667,-0.000655,-0.000494,2.837195,2.836102
3.514928,0.001049,0.002029,-0.000962,-0.000890,2.861041,2.864717
3.519927,0.001485,0.002382,-0.001333,-0.001205,2.884814,2.883735
3.524927,0.001971,0.002967,-0.001745,-0.001726,2.908512,2.912173
3.529927,0.002445,0.003346,-0.002143,-0.002062,2.932137,2.931072
3.534926,0.002905,0.003897,-0.002446,-0.002454,2.955687,2.959332
3.539926,0.003300,0.004215,-0.002643,-0.002629,2.979160,2.978110
3.544925,0.003576,0.004544,-0.002755,-0.002788,3.002558,3.006188
3.549925,0.003705,0.004647,-0.002716,-0.002772,3.025885,3.024849
3.554925,0.003700,0.004642,-0.002562,-0.002616,3.049145,3.052762
3.559924,0.003636,0.004589,-0.002367,-0.002476,3.072341,3.071319
3.564924,0.003500,0.004423,-0.002169,-0.002264,3.095471,3.099075
3.569924,0.003270,0.004238,-0.001929,-0.002087,3.118533,3.117525
3.574923,0.002982,0.003889,-0.001687,-0.001823,3.141531,-3.138063
3.579923,0.002676,0.003641,-0.001487,-0.001680,-3.118723,-3.119718
3.584923,0.002370,0.003269,-0.001306,-0.001489,-3.095859,-3.092281
3.589922,0.002104,0.003053,-0.001152,-0.001384,-3.073059,-3.074041
3.594922,0.001895,0.002796,-0.001035,-0.001268,-3.050320,-3.046753
3.599921,0.001746,0.002673,-0.000949,-0.001217,-3.027638,-3.028608
3.604921,0.001623,0.002520,-0.000914,-0.001199,-3.005012,-3.001456
3.609921,0.001542,0.002451,-0.000953,-0.001245,-2.982440,-2.983399
3.614920,0.001489,0.002376,-0.001069,-0.001408,-2.959923,-2.956378
3.619920,0.001411,0.002305,-0.001263,-0.001580,-2.937457,-2.938405
3.624920,0.001382,0.002262,-0.001539,-0.001935,-2.915037,-2.911502
3.629919,0.001419,0.002283,-0.001880,-0.002222,-2.892657,-2.893598
3.634919,0.001505,0.002375,-0.002254,-0.002695,-2.870306,-2.866777
3.639919,0.001563,0.002411,-0.002618,-0.003001,-2.847976,-2.848914
3.644918,0.001626,0.002477,-0.002933,-0.003401,-2.825661,-2.822136
3.649918,0.001720,0.002544,-0.003154,-0.003592,-2.803358,-2.804294
3.654917,0.001848,0.002682,-0.003337,-0.003834,-2.781060,-2.777537
